Renter_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,000",620,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,3,BHK,Villa,Limat,"22,000",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,000",820,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",920,Semi-Furnished,2
OWNER,2,BHK,Independent House,Limat,"15,000",1500,Unfurnished,1
OWNER,1,RK,Studio Apartment,Limat,"4,000",450,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"16,500",880,Semi-Furnished,2
OWNER,1,BHK,Independent House,Limat,"10,000",530,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"10,000",640,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"20,000",824,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"14,000",660,Semi-Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"7,500",475,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"10,000",600,Semi-Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"6,000",220,Unfurnished,1
OWNER,1,RK,Studio Apartment,Limat,"4,999",300,Semi-Furnished,1
OWNER,2,BHK,Apartment,Limat,"12,000",955,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"12,000",966,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"29,000",1100,Furnished,2
OWNER,1,BHK,Apartment,Limat,"10,000",600,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"18,000",950,Semi-Furnished,2
OWNER,1,RK,Studio Apartment,Limat,"6,000",600,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"20,000",600,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"7,000",650,Semi-Furnished,1
OWNER,1,BHK,Independent Floor,Limat,"9,000",1000,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"18,500",750,Furnished,2
OWNER,1,BHK,Apartment,Limat,"8,500",540,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"12,000",900,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"10,000",625,Semi-Furnished,1
OWNER,1,BHK,Independent Floor,Limat,"6,000",475,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"13,000",550,Semi-Furnished,1
OWNER,2,BHK,Apartment,Limat,"12,000",955,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"12,000",966,Unfurnished,2
OWNER,3,BHK,Apartment,Limat,"23,000",1400,Unfurnished,3
OWNER,2,BHK,Apartment,Limat,"29,000",1100,Furnished,2
OWNER,1,RK,Studio Apartment,Limat,"6,500",200,Furnished,1
OWNER,1,BHK,Apartment,Limat,"16,000",620,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"8,000",624,Unfurnished,1
OWNER,1,RK,Studio Apartment,Limat,"3,800",250,Unfurnished,1
OWNER,1,BHK,Independent Floor,Limat,"9,000",1000,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"18,500",750,Furnished,2
OWNER,1,BHK,Apartment,Limat,"8,500",540,Semi-Furnished,2
OWNER,2,BHK,Independent House,Limat,"16,000",1100,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"15,000",910,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"9,000",700,Unfurnished,1
OWNER,2,BHK,Independent House,Limat,"19,000",1400,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"25,000",950,Semi-Furnished,2
OWNER,1,BHK,Independent Floor,Limat,"7,000",550,Unfurnished,1
OWNER,1,BHK,Villa,Limat,"10,000",800,Unfurnished,2
OWNER,1,RK,Studio Apartment,Limat,"5,000",500,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"12,400",670,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"7,000",650,Semi-Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"9,000",800,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"10,000",550,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"12,000",700,Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"5,200",320,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"15,000",850,Semi-Furnished,2
OWNER,1,RK,Studio Apartment,Limat,"7,000",250,Semi-Furnished,1
OWNER,3,BHK,Apartment,Limat,"19,000",1156,Unfurnished,2
OWNER,3,BHK,Apartment,Limat,"32,000",1663,Semi-Furnished,3
OWNER,1,BHK,Independent Floor,Limat,"8,000",650,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"12,000",900,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"10,000",625,Semi-Furnished,1
OWNER,1,BHK,Independent Floor,Limat,"6,000",475,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"13,000",550,Semi-Furnished,1
OWNER,2,BHK,Apartment,Limat,"14,000",660,Semi-Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"7,500",475,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"10,000",600,Semi-Furnished,1
OWNER,2,BHK,Apartment,Limat,"14,000",750,Semi-Furnished,2
OWNER,1,BHK,Independent Floor,Limat,"6,000",650,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"17,000",1112,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"20,000",824,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"14,000",852,Semi-Furnished,2
OWNER,1,BHK,Independent House,Limat,"9,500",650,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"20,000",1090,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"14,000",750,Unfurnished,2
OWNER,1,RK,Studio Apartment,Limat,"6,500",200,Furnished,1
OWNER,1,RK,Studio Apartment,Limat,"4,000",200,Furnished,1
OWNER,3,BHK,Apartment,Limat,"10,000",651,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"15,000",1000,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"16,000",620,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"8,000",624,Unfurnished,1
OWNER,1,RK,Studio Apartment,Limat,"3,800",250,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"7,500",814,Unfurnished,2
OWNER,1,BHK,Apartment,Limat,"15,000",750,Semi-Furnished,1
OWNER,2,BHK,Independent House,Limat,"15,000",1100,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"14,000",750,Semi-Furnished,2
OWNER,1,BHK,Independent House,Limat,"6,000",580,Unfurnished,1
OWNER,1,BHK,Independent Floor,Limat,"6,500",590,Semi-Furnished,1
OWNER,1,BHK,Independent House,Limat,"9,000",500,Unfurnished,1
OWNER,1,BHK,Independent Floor,Limat,"6,000",650,Unfurnished,1
OWNER,4,BHK,Apartment,Limat,"25,000",1650,Semi-Furnished,3
OWNER,2,BHK,Apartment,Limat,"22,250",1307,Furnished,2
OWNER,2,BHK,Apartment,Limat,"21,000",1050,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"11,000",600,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"13,000",600,Semi-Furnished,1
OWNER,1,BHK,Independent Floor,Limat,"9,000",700,Unfurnished,1
OWNER,2,BHK,Apartment,Limat,"20,000",900,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"11,500",683,Unfurnished,2
OWNER,2,BHK,Apartment,Limat,"11,000",977,Unfurnished,2
OWNER,1,BHK,Apartment,Limat,"8,500",550,Unfurnished,1
OWNER,3,BHK,Apartment,Limat,"30,000",1800,Semi-Furnished,4
OWNER,3,BHK,Independent Floor,Limat,"30,000",1800,Semi-Furnished,3
OWNER,2,BHK,Apartment,Limat,"16,000",840,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"9,500",670,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"10,000",650,Unfurnished,1
OWNER,3,BHK,Independent Floor,Limat,"20,000",1500,Unfurnished,2
OWNER,1,BHK,Independent House,Limat,"5,500",500,Semi-Furnished,East facing
OWNER,1,RK,Studio Apartment,Limat,"4,000",500,Unfurnished,1
OWNER,1,BHK,Independent House,Limat,"12,000",600,Unfurnished,1
OWNER,2,BHK,Independent Floor,Limat,"25,000",1300,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"18,000",890,Semi-Furnished,2
OWNER,1,BHK,Apartment,Limat,"9,000",450,Unfurnished,1
OWNER,1,BHK,Apartment,Limat,"10,500",650,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"9,500",650,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"10,500",650,Semi-Furnished,1
OWNER,1,BHK,Apartment,Limat,"8,000",450,Unfurnished,1
OWNER,1,BHK,Independent House,Limat,"10,000",550,Semi-Furnished,1
OWNER,1,BHK,Independent House,Limat,"12,000",600,Unfurnished,1
OWNER,3,BHK,Independent Floor,Limat,"20,000",1500,Unfurnished,2
OWNER,1,BHK,Independent House,Limat,"5,500",500,Semi-Furnished,East facing
OWNER,1,BHK,Apartment,Limat,"8,500",655,Unfurnished,1
OWNER,1,RK,Studio Apartment,Limat,"4,000",500,Unfurnished,1
OWNER,3,BHK,Apartment,Limat,"24,000",1600,Unfurnished,3
OWNER,1,BHK,Apartment,Limat,"8,500",460,Unfurnished,1
OWNER,1,BHK,Independent House,Limat,"10,000",450,Furnished,2
OWNER,2,BHK,Apartment,Limat,"18,000",1075,Unfurnished,2
OWNER,1,BHK,Independent House,Limat,"7,000",800,Unfurnished,2
OWNER,2,BHK,Independent Floor,Limat,"25,000",1300,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"11,000",977,Unfurnished,2
OWNER,1,BHK,Apartment,Limat,"11,500",683,Unfurnished,2
OWNER,1,BHK,Independent House,Limat,"9,500",650,Unfurnished,1
OWNER,1,BHK,Independent House,Limat,"10,000",800,Semi-Furnished,1
OWNER,2,BHK,Apartment,Limat,"18,000",980,Semi-Furnished,2
OWNER,2,BHK,Apartment,Limat,"18,000",890,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",1086,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"17,000",950,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Limat,"21,000",1200,Furnished,2
AGENT,6,BHK,Villa,Limat,1.8,4397,Semi-Furnished,5
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"14,000",820,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"16,000",980,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"16,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Limat,"17,900",850,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"13,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"16,000",900,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"13,000",670,Furnished,1
AGENT,1,BHK,Apartment,Limat,"11,500",650,Furnished,1
AGENT,3,BHK,Apartment,Limat,"22,000",1200,Semi-Furnished,3
AGENT,1,BHK,Apartment,Limat,"16,000",960,Semi-Furnished,2
AGENT,1,BHK,Apartment,Limat,"10,000",620,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"8,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"14,000",580,Furnished,1
AGENT,3,BHK,Apartment,Limat,"74,000",1687,Furnished,3
AGENT,2,BHK,Apartment,Limat,"15,000",658,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"19,000",1265,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"26,500",1800,Unfurnished,3
AGENT,1,BHK,Apartment,Limat,"15,000",562,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"21,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",875,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",1020,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"23,000",550,Furnished,1
AGENT,5,BHK,Apartment,Limat,"69,000",3543,Furnished,4
AGENT,4,BHK,Apartment,Limat,"54,000",2542,Furnished,3
AGENT,2,BHK,Apartment,Limat,"15,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"19,000",1265,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"26,500",1800,Unfurnished,3
AGENT,1,BHK,Apartment,Limat,"15,000",562,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"21,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",875,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"22,000",1020,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"15,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"23,000",550,Furnished,1
AGENT,5,BHK,Apartment,Limat,"69,000",3543,Furnished,4
AGENT,4,BHK,Apartment,Limat,"54,000",2542,Furnished,3
AGENT,2,BHK,Apartment,Limat,"20,000",1012,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"23,500",906,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"26,500",1800,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"39,000",1350,Furnished,3
AGENT,3,BHK,Apartment,Limat,"34,000",1780,Furnished,3
AGENT,2,BHK,Apartment,Limat,"19,000",1265,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"23,000",1025,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",975,Unfurnished,2
AGENT,1,BHK,Apartment,Limat,"16,000",625,Semi-Furnished,1
AGENT,2,BHK,Apartment,Limat,"26,000",1250,Furnished,2
AGENT,4,BHK,Apartment,Limat,"35,500",1940,Semi-Furnished,3
AGENT,2,BHK,Apartment,Limat,"26,000",1123,Furnished,2
AGENT,2,BHK,Apartment,Limat,"33,000",1000,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"64,000",2900,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"33,000",1671,Unfurnished,3
AGENT,2,BHK,Apartment,Limat,"34,000",1265,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1250,Furnished,2
AGENT,2,BHK,Apartment,Limat,"23,000",1025,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"22,500",906,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"18,000",875,Unfurnished,2
AGENT,3,BHK,Apartment,Limat,"26,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"25,000",1070,Furnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"26,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"13,500",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Limat,"19,250",985,Semi-Furnished,2
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Limat,"23,000",1400,Semi-Furnished,3
AGENT,1,BHK,Apartment,Limat,"10,000",734,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",734,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",735,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",734,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",734,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"10,000",734,Unfurnished,1
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"12,500",960,Unfurnished,2
AGENT,2,BHK,Apartment,Limat,"29,000",1350,Furnished,2
AGENT,1,BHK,Apartment,Limat,"9,500",475,Unfurnished,1
AGENT,1,BHK,Apartment,Limat,"9,500",475,Unfurnished,1
AGENT,3,BHK,Apartment,Limat,"25,000",1200,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
AGENT,3,BHK,Independent House,Limat,"30,000",1600,Unfurnished,3
